site,cz_data
BOBOS00291A,use1mk002
NASDF00171A,use2mk003
AUWCO03004B,use2mk004
ATATL00847A,use1mk011-01
CLCLT00112A,use1mk001
BOBOS00687A,use1mk002
JKMGM00165A,use1mk011-05
ATATL00002A,use1mk001
HOHOU00415B,use2mk001
JKRLA00054A,use2mk004
SCSAC00104A,usw2mk001
CLGSP00073A,use1mk001
ORMCO00433A,use1mk003
CLFAY00597A,use1mk001
CLCAE00308A,use1mk001
AUAUS00329A,use2mk011-02
BOBOS00301A,use1mk002
DEDET00728A,use2mk003
ALALB00008A,use1mk003
DEDET00452A,use2mk003
DCWDC00343A,use1mk011-04
CLGSP00349A,use1mk001
ATBHM00225B,use1mk001
LALAX02082A,usw2mk011-02
CHCHI00838A,use2mk002
JKJAX00062A,use1mk011-05
NYNYC01871A,use1mk002
CLRDU00680A,use1mk001
PXPHX00565A,usw2mk001
CLCAE00272A,use1mk001
ATBHM00105A,use1mk001
BOBOS00567A,use1mk002
KCOMA00009C,use2mk004
KNTYS00301A,use1mk002
CHIND00432A,use2mk002
MNMSP00343A,use2mk011-01
DADAL00396D,use2mk002
NABNA00233A,use1mk003
NYNYC01991A,use1mk002
LSSNA01161B,usw2mk011-02
CLRDU00560A,use1mk001
ATATL00117A,use1mk011-01
PHCPA03054A,use1mk001
NJJER01051B,use1mk002
DEDET00608B,use2mk002
MNDLH00049A,use2mk002
DCWDC00223A,use1mk011-04
BOHVN00180A,use1mk002
PHPHL00461B,use1mk011-03
HOHOU00535A,use2mk001
KNTYS00291A,use1mk002
OKOKC00002A,use2mk003
DCWDC00643B,use1mk003
CHCHI00718A,use2mk002
ORMCO00579A,use1mk003
DCWDC00299A,use1mk003
KNAVL00069A,use1mk002
NJJER01517A,use1mk011-03
NYNYC01118A,use1mk011-02
DEDET00598C,use2mk002
KNTYS00077A,use1mk002
NJJER01937A,use1mk002
DADAL00156A,use2mk002
CLCLT00258A,use1mk001
NAMEM00395B,use1mk003
PHPHL00308A,use1mk001
CVCVG00077A,use2mk001
NJJER01817B,use1mk002
AUCRP00061A,use2mk004
SCMCA00082A,usw2mk001
MWMKE00239A,use2mk003
NYNYC02006A,use1mk002
NYNYC01941A,use1mk011-02
NJJER01421A,use1mk002
NYNYC04429B,use1mk002
LSSNA00118A,usw2mk011-02
MWMKE00119B,use2mk002
DADAL00036B,use2mk002
PHPHL00428A,use1mk001
RIRVA00096B,use1mk002
DCWDC00489A,use1mk011-04
SDLAS00151A,usw2mk001
JKMGM00155C,use2mk004
OKLIT00178A,use2mk003
NAMEM00405A,use1mk003
CHCHI00053A,use2mk002
PXABQ00053A,usw2mk001
LSSNA03103B,usw2mk011-03
BOBOS00610A,use1mk011-01
NJJER01027A,use1mk011-03
NYNYC01701A,use1mk011-02
RIRIC00566A,use1mk002
JKJAN00104A,use2mk004
NYNYC01821D,use1mk011-02
SLSLC00139A,usw2mk001
LALAX04069A,usw2mk011-02
PHCPA00069B,use1mk001
NJJER01387A,use1mk011-02
SFSFO00987B,usw2mk011-01
AUAUS00068A,use2mk004
DCWDC00369A,use1mk011-04
NYNYC01691A,use1mk011-02
ATATL00451A,use1mk011-01
OKLIT00058A,use2mk003
SDSAN00472A,usw2mk001
NJJER01817A,use1mk002
CLCLT00378A,use1mk001
OROCF00202A,use1mk003
LSSNA03093B,usw2mk011-02
NYNYC01571D,use1mk011-02
KNTYS00327A,use1mk002
KCMCI00031A,use2mk004
DEDET00238A,use2mk002
OKLIT00152A,use2mk003
ORTPA00236A,use1mk011-05
JKJAN00224A,use2mk004
DCWDC00249A,use1mk011-04
RIRVA00070A,use1mk002
NJJER01291A,use1mk002
LALAX01014B,usw2mk011-03
NJJER02011A,use1mk002
CVCVG00162A,use2mk011-02
ORTPA00116A,use1mk011-05
CLRDU00190A,use1mk001
SEBIL00055A,usw2mk011-02
ORMCO00553A,use1mk003
OKOKC00028A,use2mk003
CLRDU00586A,use1mk001
ATATL00331A,use1mk011-01
MWMKE00083B,use2mk003
DADAL00010A,use2mk002
NJJER01267B,use1mk011-03
BOBOS00077B,use1mk002
DCWDC00129A,use1mk011-04
JKRLA00424A,use2mk004
ATATL00211A,use1mk011-01
CLRDU00200A,use1mk001
MIMIA00764A,use1mk011-06
CLFAY00081A,use1mk001
DCWDC00669A,use1mk003
KNTYS00207A,use1mk002
KNTYS00197A,use1mk002
PHPHL00298A,use1mk001
CLCLT00138A,use1mk001
SEBIL00100A,usw2mk001
BOBOS00207A,use1mk002
SESEA00065A,usw2mk001
CVCMH00316A,use2mk001
DEDET00358A,use2mk002
RIRVA00106A,use1mk003
DADAL00276A,use2mk002
OKLIT00032A,use2mk003
DCSBY00076A,use1mk003
DCWDC00393B,use1mk003
CLGSP00099A,use1mk001
AUCRP00087A,use2mk004
SCSAC00273A,usw2mk011-02
CLRDU00466A,use1mk001
NYNYC01168C,use1mk002
SYSYR00455A,use1mk002
CVCRW00129A,use2mk001
DETOL00053A,use2mk011-01
BOBOS00197A,use1mk002
NJJER01147B,use1mk011-03
PHCPA00043A,use1mk001
LSSNA03129B,usw2mk011-02
MNFAR00001A,use2mk011-01
CVCLE00234A,use2mk001
OKOKC20008B,use2mk003
CLRDU00226A,use1mk001
OKLIT00150A,use2mk003
SDLAS00057A,usw2mk001
PHPHL00249B,use1mk011-03
ATSAV00077B,use1mk001
STSTL00280A,use2mk003
JKJAN00222A,use2mk004
CVCMH00557A,use2mk001
ORTPA00516A,use1mk003
CVCMH00161A,use2mk001
CVCVG00318A,use2mk011-01
NYNYC01332B,use1mk011-02
SCMCA00119A,usw2mk001
MWMKE00212A,use2mk003
AUCRP00088A,use2mk004
CHCHI01022B,use2mk011-01
NYNYC01728B,use1mk011-02
NYNYC01968A,use1mk011-02
SCNCA00016A,usw2mk011-02
LSSNA03009B,usw2mk011-02
HLHNL00056E,usw2mk011-01
NYNYC01848C,use1mk011-02
ORTPA00240A,use1mk003
OKLIT00030B,use2mk003
LALAX01012A,usw2mk011-03
NYNYC01022B,use1mk002
STSTL00160A,use2mk003
RIRIC00420A,use1mk002
CVCLE00233A,use2mk001
NYNYC01142B,use1mk002
NJJER01780B,use1mk002
BOBOS01010A,use1mk002
CLRDU00346A,use1mk001
NYNYC01608C,use1mk011-02
CVCVG00301A,use2mk001
CVPIT00183B,use2mk001
RIRVA00108A,use1mk003
PHPHL00093A,use1mk011-03
ORTPA00360A,use1mk003
JKMSY00079A,use2mk004
CVCLE00353A,use2mk001
MNMSP00454A,use2mk002
ORTPA00330A,use1mk011-05
HOHOU00167A,use2mk001
SEGEG00123B,usw2mk001
CVCVG00044A,use2mk011-02
MNFAR00003A,use2mk011-01
BOBOS01156C,use1mk002
DADAL00158A,use2mk002
PHPHL00009A,use1mk011-03
CVCLE00473A,use2mk001
NYNYC01382A,use1mk002
HLHNL00030B,usw2mk011-01
DALBB03015A,use2mk002
STSTL00410B,use2mk003
SDSAN00017A,usw2mk001
SFSFO00110A,usw2mk011-01
CVCMH00411A,use2mk001
JKMGM00130B,use2mk004
KCMCI00272A,use2mk004
NYNYC01658B,use1mk002
NJJER01970A,use1mk011-03
NYNYC01692A,use1mk011-02
NJJER01936B,use1mk002
SDSAN00137A,usw2mk001
JKMSY00053A,use2mk004
DADAL00038B,use2mk002
ORTPA00386A,use1mk003
PRPDX00196A,usw2mk011-01
LSSNA00083B,usw2mk011-02
SFSFO00496A,usw2mk011-01
CVCVG00282B,use2mk011-01
JKTLH00242B,use1mk011-05
ORTPA00356A,use1mk011-05
RIRIC00290A,use1mk002
ORTPA00210A,use1mk011-05
KCDSM00031A,use2mk004
NYNYC01452C,use1mk011-02
CVCLE00139A,use2mk001
JKJAN00094B,use2mk004
RIRIC00170A,use1mk002
RIRVA00098A,use1mk002
SFSFO00256C,usw2mk011-01
CVCVG00291A,use2mk001
BOBOS00911A,use1mk002
PHPHL00129A,use1mk011-03
SCMCA00083A,usw2mk001
SDLAS00031B,usw2mk001
JKTLH00122B,use1mk011-05
ORTPA00476A,use1mk011-05
CLRDU00106A,use1mk001
CVCMH00531B,use2mk001
RIRIC00446A,use1mk002
CLCHS00044A,use1mk011-04
OROCF00193A,use1mk003
SCMCA03009A,usw2mk001
LSSNA01066B,usw2mk011-02
BOBOS00541A,use1mk002
BOHVN00011A,use1mk011-01
NYNYC02041A,use1mk011-02
PRPDX00170A,usw2mk011-01
ORTPA00026A,use1mk003
ATATL00845A,use1mk011-01
PXPHX00375B,usw2mk011-01
CLGSP00203A,use1mk001
NABNA00113A,use1mk003
PXRAZ00030A,usw2mk001
OROCF00073A,use1mk003
RIRIC00326A,use1mk002
ATATL00725C,use1mk011-01
DNDEN00149B,usw2mk011-02
LSSNA01186A,usw2mk011-02
SEGEG00029A,usw2mk001
HOHOU00141A,use2mk001
DATYR00032B,use2mk002
PHPHL00343A,use1mk011-03
DEDET00571A,use2mk002
DNDEN00029A,usw2mk011-02
PHPHL00583A,use1mk011-03
NYNYC01512B,use1mk002
BOBOS00421C,use1mk002
MNMSP00489C,use2mk011-01
SDSAN00530A,usw2mk011-04
NYNYC01752B,use1mk002
JKTLH00037A,use2mk004
NYNYC01358B,use1mk011-02
CLFAY00204A,use1mk011-04
DNDEN00269A,usw2mk011-02
SESEA00313B,usw2mk001
SEGEG00149A,usw2mk001
PXPHX00446A,usw2mk001
DEDET00451A,use2mk002
PHPHL00463B,use1mk011-03
BOBOS00781A,use1mk002
HOHOU00537A,use2mk001
CLGSP00323A,use1mk001
DEGRR00255A,use2mk002
JKTLH00002A,use1mk011-05
HOHOU00261A,use2mk001
NAOWB00023A,use2mk003
CHIND00312A,use2mk002
ORTPA00266A,use1mk003
NYNYC01872A,use1mk002
NYNYC01478C,use1mk011-02
PXRAZ00056B,usw2mk001
ORMCO00064A,use1mk003
MNMSP00369A,use2mk011-01
CVPIT00076A,use2mk011-02
NAMEM00242A,use1mk011-04
SCRNO00035A,usw2mk001
DCWDC00739C,use1mk011-04
NYNYC01082B,use1mk011-02
MNMSP00249C,use2mk011-01
PHPHL00103A,use1mk011-03
NYNYC02187A,use1mk011-02
SDSAN00601D,usw2mk001
NJJER02005A,use1mk011-03
NYNYC01778B,use1mk002
OKFYV00174A,use2mk003
NASDF00077A,use2mk003
DEDET00701A,use2mk002
NABNA00139A,use1mk003
PRPDX00326A,usw2mk011-01
OKFYV00054A,use2mk003
DEGRR03010A,use2mk011-01
ORTPA00450A,use1mk011-05
CVPIT00219A,use2mk001
NJJER01636C,use1mk011-03
NYNYC01598B,use1mk011-02
PHPHL00619A,use1mk011-03
RIRIC00196A,use1mk002
CLFAY00194A,use1mk011-04
NAOWB00049A,use2mk003
NJJER01876B,use1mk011-03
NYNYC02220B,use1mk002
PHPHL00489A,use1mk011-03
AUAUS00437A,use2mk004
NYNYC01908A,use1mk002
DEDET00691A,use2mk002
NYNYC02067A,use1mk011-02
BOBOS00817A,use1mk002
CHIND00182A,use2mk002
BOBOS00661A,use1mk002
CVPIT00206A,use2mk011-02
AUAUS00160A,use2mk004
MIMIA00035A,use1mk011-06
MNDLH00022A,use2mk002
PHPHL00223A,use1mk011-03
NYNYC01212A,use1mk011-02
CVCMH00901A,use2mk001
PXELP00013A,usw2mk011-01
DCWDC00583B,use1mk011-04
JKTLH00157A,use2mk004
OROCF00099A,use1mk003
CHCHI00555A,use2mk011-01
ATSAV00051B,use1mk001
SESEA00433C,usw2mk001
ATATL00638B,use1mk001
KNTYS00302A,use1mk002
JKRLA00173A,use2mk004
PXELP00039B,usw2mk011-01
CHIND00062A,use2mk002
LSSNA01160B,usw2mk011-02
BOBOS00172A,use1mk002
JKMGM00140A,use1mk011-05
PHCPA03055A,use1mk001
AUAUS00161A,use2mk004
NJJER01120B,use1mk011-03
SESEA00064A,usw2mk001
MNDLH00048A,use2mk002
BOBOS00757A,use1mk011-02
BOHVN00181A,use1mk002
SCSAC00034B,usw2mk011-02
ATATL00363A,use1mk001
CLCAE00031A,use1mk001
DEDET00477A,use2mk002
STSPI00119A,use2mk003
SESEA00184A,usw2mk001
KNTYS00292A,use1mk002
ATBHM00344A,use1mk001
BOBDL00138A,use1mk002
KNAVL00164A,use1mk002
ATATL00356A,use1mk011-01
BOBOS00481A,use1mk011-02
PXPHX00420B,usw2mk001
DADAL00491A,use2mk002
LSSNA01040B,usw2mk011-02
DNDEN00243B,usw2mk011-02
CVCRW00092A,use2mk001
CHIND00338A,use2mk002
DNGJT00004A,usw2mk001
PHPHL00712A,use1mk011-03
JKMGM00020A,use1mk011-05
CLCAE00297A,use1mk001
JKRLA00449A,use2mk004
NYNYC02280B,use1mk011-02
CHIND00457A,use2mk002
ORMCO00184A,use1mk003
BOBOS00328B,use1mk002
ATATL00236A,use1mk011-01
DEDET00081A,use2mk002
ATBHM00224A,use1mk001
JKRLA00053A,use2mk004
ATATL00080A,use1mk011-06
ATATL00482A,use1mk001
SYSYR00336B,use1mk003
KNTYS00172A,use1mk002
PHPHL03042A,use1mk001
NJJER01360A,use1mk011-03
DADAL00251A,use2mk002
CLGSP00074A,use1mk001
CHCHI00065A,use2mk011-01
CHIND00218A,use2mk002
NJJER01000B,use1mk011-03
KNAVL00044A,use1mk002
PXPHX00540B,usw2mk001
DADAL00501A,use2mk002
HOHOU00510A,use2mk001
AUWCO03003A,use2mk004
SYSYR00060A,use1mk002
DADAL00131B,use2mk002
NABNA00232B,use1mk003
DNDEN00363A,usw2mk011-02
JKTLH00029A,use1mk011-05
LALAX02081A,usw2mk011-02
NJJER01326B,use1mk002
DEDET00357B,use2mk002
MNMSP00462A,use2mk011-01
LALAX04284A,usw2mk011-03
SFSFO01084A,usw2mk011-01
SLSLC00112A,usw2mk001
BOBOS00448A,use1mk002
DEDET00211A,use2mk002
PXPHX00566A,usw2mk001
ATBHM00104A,use1mk001
CLCLT00233A,use1mk001
NJJER01240D,use1mk011-03
DNDEN00314B,usw2mk001
CLCAE00271A,use1mk001
AUAUS00317A,use2mk004
NYNYC01992A,use1mk002
PHPHL00789A,use1mk001
ATATL00116A,use1mk011-01
NJJER01386A,use1mk011-03
HOHOU00656A,use2mk001
JKRLA00329A,use2mk004
CLGSP00194A,use1mk001
NASDF00050A,use2mk003
NAMEM00148A,use1mk011-05
JKRLA00209A,use2mk004
ATBHM00094A,use1mk001
ATATL00612A,use1mk001
DNDEN00389A,usw2mk011-02
PHPHL00403A,use1mk001
DCWDC00833B,use1mk011-04
HOHOU00536A,use2mk001
BOBOS00422A,use1mk002
SYSYR00086A,use1mk002
DEDET00607A,use2mk003
SESEA00314A,usw2mk001
NYNYC01119A,use1mk011-02
DADAL00527A,use2mk002
JKJAX00183A,use1mk011-05
HOHOU00260A,use2mk001
NAOWB00022A,use2mk003
NYNYC02247B,use1mk002
DATYR00059A,use2mk002
CLCLT00509A,use1mk001
NASDF00170A,use2mk003
NAMEM00268A,use1mk011-04
KCOMA00008A,use2mk004
JKJAN00129A,use2mk004
CHIND00088A,use2mk002
AUAUS00187A,use2mk004
HOHOU00380A,use2mk001
NYNYC02040A,use1mk011-02
PXPHX00686B,usw2mk001
ATATL00846A,use1mk011-01
CLFAY00606A,use1mk001
BOBOS00688A,use1mk002
DCWDC00884A,use1mk003
CLGSP00204A,use1mk001
ORMCO00434A,use1mk003
CLFAY00596A,use1mk001
BOBOS00302A,use1mk002
CLCAE00307A,use1mk001
BOBOS00568B,use1mk002
NYNYC01239A,use1mk011-02
DADAL00371A,use2mk002
CVCRW00102A,use2mk001
DCWDC00344A,use1mk011-04
BOBDL00112B,use1mk002
PHPHL00582A,use1mk011-03
CLCLT00353A,use1mk001
ATATL00998A,use1mk001
STSTL00067A,use2mk003
ALALB00129B,use1mk003
DEDET00597A,use2mk002
PXABQ00052A,usw2mk001
ATATL00852A,use1mk001
NJJER01026A,use1mk011-03
NJJER01686C,use1mk002
JKMGM00046A,use1mk011-05
CHIND00431A,use2mk002
MIMIA00765A,use1mk011-05
KNTYS00208A,use1mk002
KNTYS00198A,use1mk002
DCWDC00224A,use1mk011-04
LALAX01039B,usw2mk011-02
DADAL00277A,use2mk002
LSSNA02024B,usw2mk011-02
LSSNA03102A,usw2mk011-02
CLCAE00127A,use1mk011-04
SDLAS00030B,usw2mk001
ATATL00450A,use1mk011-01
LSSNA02144B,usw2mk011-02
SDSAN00471A,usw2mk001
OKLIT00057A,use2mk003
OKOKC00003A,use2mk003
BOBOS01036A,use1mk002
OKOKC20007B,use2mk003
OROCF00203A,use1mk003
CLCLT00379A,use1mk001
AUCRP00062B,use2mk004
ATATL00269A,use1mk001
NYNYC01169B,use1mk002
DCWDC00104A,use1mk011-04
DETOL00067A,use2mk002
DADAL00157A,use2mk002
NYNYC01702C,use1mk011-02
DADAL00397B,use2mk002
CLCLT00113A,use1mk001
SDLAS00150B,usw2mk001
LSSNA03092A,usw2mk011-02
PHPHL00273A,use1mk001
PXPHX00625A,usw2mk011-01
CVCVG00078A,use2mk001
BOBOS00078A,use1mk002
NJJER02012A,use1mk002
PHHAR00070A,use1mk001
KNTYS00078A,use1mk002
NYNYC02007A,use1mk002
SFSFO00866A,usw2mk011-01
CLCLT00499A,use1mk001
NJJER01170A,use1mk002
DADAL00407B,use2mk002
SYSYR00430A,use1mk002
ALALB00009A,use1mk003
PHCPA00068A,use1mk001
CLRDU00585A,use1mk001
ORTPA00357A,use1mk011-05
CVCLE00259A,use2mk001
STSPI00083B,use2mk003
SDSAN00351A,usw2mk001
KNTYS00052A,use1mk002
JKRLA00423A,use2mk004
RIRIC00565A,use1mk002
NJJER01446B,use1mk002
HOHOU00750A,use2mk001
JKJAN00103A,use2mk004
CLFAY00080A,use1mk001
NYNYC01289B,use1mk002
SLSLC00138B,usw2mk001
BOBOS00208A,use1mk002
OKLIT00031A,use2mk003
RIRVA00107A,use1mk003
PXPHX00660B,usw2mk001
MWMKE00082A,use2mk003
DCSBY00075A,use1mk003
CLRDU00345A,use1mk001
CVCMH00317A,use2mk001
CLRDU00465A,use1mk001
KCMCI00032B,use2mk004
KCMCI00058B,use2mk004
SYSYR00456A,use1mk002
CVCRW00128A,use2mk001
CVCLE00379A,use2mk001
BOBOS00198A,use1mk002
RIRVA00071B,use1mk002
DEDET00117A,use2mk002
PHCPA00042A,use1mk001
SYSYR00180A,use1mk002
DADAL00011C,use2mk002
MNFAR00002A,use2mk011-01
JKMGM00276A,use2mk004
CVCMH00437A,use2mk001
CLCLT00259A,use1mk001
DEDET00237A,use2mk002
JKJAN00223A,use2mk004
CVCVG00319A,use2mk011-02
LSSNA03008C,usw2mk011-02
KNTYS00328A,use1mk002
SDSAN00257E,usw2mk001
JKRLA00303A,use2mk004
LALAX01013B,usw2mk011-02
NYNYC01023A,use1mk002
CHCHI00813B,use2mk002
SDSAN00111A,usw2mk001
HOHOU00630A,use2mk001
MWMKE00238A,use2mk003
BOBOS00052A,use1mk002
NYNYC01942A,use1mk011-02
NYNYC04428B,use1mk002
CVCVG00163A,use2mk011-02
BOBDL00018A,use1mk002
MWMKE00118B,use2mk003
ORTPA00117A,use1mk011-05
OKOKC00029A,use2mk003
DCWDC00404A,use1mk003
ATBHM00464A,use1mk001
JKRLA00293A,use2mk004
NYNYC01822C,use1mk011-02
OKLIT00177A,use2mk003
MNMSP00096A,use2mk011-01
NYNYC01419D,use1mk002
NYNYC01143B,use1mk002
ORTPA00211A,use1mk011-05
JKJAN00101A,use2mk004
LSSNA03096B,usw2mk011-02
RIRIC00563A,use1mk002
RIRVA00099A,use1mk003
CVCVG00302A,use2mk001
RIRVA00109A,use1mk003
SDSAN00136C,usw2mk001
JKMSY00078A,use2mk004
ATSAV00054A,use1mk001
LSSNA01069A,usw2mk011-02
JKJAN00091A,use2mk004
PXRAZ00057A,usw2mk001
NYNYC01539B,use1mk002
ORTPA00331A,use1mk011-05
CVPIT00160A,use2mk001
SFSFO00509A,usw2mk011-01
CVCLE00210A,use2mk001
NYNYC01235C,use1mk011-02
CLRDU00225A,use1mk001
SDLAS00034C,usw2mk001
MIMIA00308A,use1mk011-06
PHPHL00006A,use1mk011-03
JKJAN00221A,use2mk004
DATYR00042B,use2mk011-02
SFSFO00499A,usw2mk011-01
MWMKE00081A,use2mk004
SEGEG00146C,usw2mk001
CVCVG00172A,use2mk001
CVCMH00412A,use2mk001
AUCRP00089A,use2mk004
OKFYV00177A,use2mk003
NYNYC01419C,use1mk002
SFSFO00113A,usw2mk011-01
RIRIC00323A,use1mk002
MWRWI00071A,use2mk001
LALAX01011A,usw2mk011-03
CHCHI00792B,use2mk011-01
NYNYC01355C,use1mk011-02
CVCLE00330A,use2mk001
MIMIA00298A,use1mk011-06
PXABQ00056A,usw2mk001
DEGRR00121A,use2mk011-01
JKTLH00121A,use1mk011-05
CVCLE00450A,use2mk001
HLHNL00053B,usw2mk011-01
CVCMH00532A,use2mk001
JKMGM00273A,use2mk004
BOBOS00912A,use1mk002
NYNYC01605C,use1mk011-02
DADAL00279A,use2mk002
CVCVG00328C,use2mk001
SCMCA00084A,usw2mk001
KCMCI00295A,use2mk004
PXPHX00099A,usw2mk001
CHCHI00948A,use2mk011-01
ORTPA00477A,use1mk011-05
RIRIC00203A,use1mk002
PXELP00010A,usw2mk011-01
CHCHI00552A,use2mk011-01
BOBOS01011A,use1mk002
SFSFO00473A,usw2mk011-01
PXABQ00030A,usw2mk001
DADAL00159A,use2mk002
PRPDX00109A,usw2mk011-01
RIRIC00073B,use1mk002
SDSAN00016B,usw2mk001
DADAL00039C,use2mk002
DALBB03016A,use2mk002
CVCVG00281A,use2mk011-01
SYSYR00550A,use1mk002
NYNYC01659B,use1mk002
MWMKE00211A,use2mk002
NYNYC01475D,use1mk011-02
OKFYV00057A,use2mk003
RIRIC00469A,use1mk002
CLCHS00067A,use1mk011-04
RIRIC00193A,use1mk002
NYNYC01595B,use1mk011-02
JKJAN00007A,use2mk004
AUWCO00009A,use2mk011-02
PRPDX00073B,usw2mk011-01
ATATL00239A,use1mk011-01
NYNYC02064A,use1mk011-02
SCRNO00010A,usw2mk001
JKRLA00177A,use2mk004
AUWCO03006B,use2mk004
NABNA00080A,use1mk003
CLFAY00605A,use1mk001
DATYR00031A,use2mk002
CHCHI00708A,use2mk011-01
BOBOS00662A,use1mk002
MNMSP00190A,use2mk011-01
PHPHL00090A,use1mk011-03
NYNYC01753B,use1mk002
ATBHM00227A,use1mk001
MNMSP00200A,use2mk011-01
CVPIT00051A,use2mk011-02
CLFAY00595A,use1mk001
CLGSP00226A,use1mk001
BOBOS00782A,use1mk002
NJJER01995A,use1mk011-03
PXPHX00109D,usw2mk001
NYNYC01633B,use1mk002
KCRNE00019A,use2mk004
CVCMH00902A,use2mk001
PHPHL00100A,use1mk011-03
OROCF00194A,use1mk003
PXPHX00229A,usw2mk001
PHPHL00366A,use1mk011-03
JKTLH00014B,use2mk004
DEGRR03035A,use2mk011-01
DCWDC00156B,use1mk003
BOBOS00542A,use1mk002
CHCHI00432A,use2mk011-01
ATBHM00107A,use1mk001
MNMSP00117A,use2mk002
NYNYC01993A,use1mk002
PXPHX00469A,usw2mk001
ATATL00119A,use1mk011-01
PHPHL03046A,use1mk001
JKRLA00057A,use2mk004
CLGSP00070A,use1mk001
NJJER01875A,use1mk011-03
NJJER02006A,use1mk011-03
JKTLH00147A,use1mk011-05
OROCF00074A,use1mk003
PXRAZ00031A,usw2mk001
PRPDX00323A,usw2mk011-01
KCDSM00034B,use2mk004
CVCRW00100A,use2mk001
JKMSY00052A,use2mk004
LSSNA01163C,usw2mk011-02
CLGSP00346A,use1mk001
RIRIC00229A,use1mk002
CVPIT00186A,use2mk001
SFSFO00019B,usw2mk011-01
MNMSP00466A,use2mk011-01
NYNYC01873C,use1mk002
CHIND00335A,use2mk002
DEDET00704A,use2mk002
PHPHL00486A,use1mk011-03
NYNYC01899B,use1mk002
LSSNA01189B,usw2mk011-02
SDSAN00600A,usw2mk001
SESEA00312F,usw2mk001
NABNA00236A,use1mk003
ORMCO00185A,use1mk003
NYNYC01115B,use1mk011-02
NJJER01635B,use1mk011-03
CLCAE00154A,use1mk001
NJJER01054B,use1mk002
PHPHL00126A,use1mk011-03
CVPIT00197B,use2mk011-02
CLGSP00190A,use1mk001
MNBIS00031A,use2mk002
OKFYV00151A,use2mk003
RIRIC00109A,use1mk002
BOBOS00818A,use1mk002
DEGRR00027A,use2mk011-01
MNMSP00357A,use2mk002
OKFYV00031A,use2mk003
CHIND00215A,use2mk002
CLCLT00505A,use1mk001
MNMSP00070A,use2mk011-01
ORMCO00065A,use1mk003
MIMIA00058A,use1mk011-06
JKTLH00027B,use1mk011-05
SCRNO00036A,usw2mk001
STSTL00283A,use2mk003
NASDF00076A,use2mk003
MNMSP00226A,use2mk011-01
CLGSP00320A,use1mk001
BOHVN00154A,use1mk011-01
CLGSP00200A,use1mk001
LSSNA01043C,usw2mk011-02
ATBHM00097A,use1mk001
JKMGM00260A,use1mk011-05
PXELP00036A,usw2mk011-01
CLFAY00051A,use1mk011-04
SESEA00432A,usw2mk001
CLCAE00034A,use1mk001
RIRIC00099A,use1mk002
AUAUS00436A,use2mk004
MNMSP00237A,use2mk002
NAOWB00048A,use2mk003
CLCLT00506A,use1mk001
BOBOS00293A,use1mk002
JKRLA00150A,use2mk004
KNTYS00325A,use1mk002
KCOMA00007A,use2mk004
DATYR00058A,use2mk002
DNDEN00122A,usw2mk011-02
DCWDC00738E,use1mk011-04
NASDF00075A,use2mk003
CLFAY00207A,use1mk011-04
NJJER01329E,use1mk002
PXPHX00443A,usw2mk001
ATATL00849A,use1mk011-01
SYSYR00337B,use1mk002
PHPHL00764A,use1mk001
PHCPA03078A,use1mk001
MNDLH00025A,use2mk002
CLCLT00110A,use1mk001
BOBOS00689A,use1mk002
ORMCO00435A,use1mk003
SESEA00339B,usw2mk001
NJJER01449C,use1mk002
ATBHM00321A,use1mk001
CLCLT00496A,use1mk001
BOBOS00303A,use1mk002
JKMGM00261A,use1mk011-05
CHCHI00218A,use2mk011-01
DCWDC00582B,use1mk011-04
SYSYR00061A,use1mk002
SCSAC00096A,usw2mk001
DADAL00502A,use2mk002
AUAUS00435A,use2mk004
ATATL00333A,use1mk011-01
HOHOU00413A,use2mk001
JKJAX00064A,use1mk011-05
PXPHX00203C,usw2mk001
ATATL00637B,use1mk001
NASDF00195A,use2mk003
ATATL00213A,use1mk011-01
CLCAE00274A,use1mk001
JKRLA00426A,use2mk004
MIMIA00762A,use1mk011-05
CLCLT00230A,use1mk001
BOBOS00569A,use1mk002
AUAUS00316A,use2mk004
NAMEM00179A,use1mk003
KNTYS00195A,use1mk002
JKRLA00030A,use2mk004
SESEA00063A,usw2mk001
NJJER01053B,use1mk002
ATATL00573A,use1mk011-06
CLGSP00097A,use1mk001
BOHVN00182A,use1mk002
DNDEN00242A,usw2mk011-02
KNTYS00205A,use1mk002
DCWDC00221A,use1mk011-04
ATBHM00201A,use1mk001
JKMGM00141A,use1mk011-05
NJJER01265A,use1mk011-03
NJJER01515A,use1mk011-03
MIMIA00522E,use1mk011-05
CVCRW00127A,use2mk001
DETOL00055A,use2mk011-01
PXPHX00563B,usw2mk001
SYSYR00457A,use1mk002
SEBIL00079A,usw2mk011-02
HOHOU00533A,use2mk001
NYNYC02102B,use1mk002
DCWDC03047A,use1mk003
SESEA00219B,usw2mk001
CLFAY00197A,use1mk011-04
DNDEN00183A,usw2mk001
NJJER01145C,use1mk011-03
KNAVL00165A,use1mk002
PXPHX00372A,usw2mk011-01
JKJAX00184A,use1mk011-05
SYSYR00181A,use1mk002
BOBOS00819B,use1mk002
LSSNA02027A,usw2mk011-02
ATATL00146A,use1mk001
CLCLT00256A,use1mk001
JKMGM00021A,use1mk011-05
DCWDC00832A,use1mk011-04
CHCHI00684A,use2mk002
DNDEN00148C,usw2mk011-02
DCWDC00712C,use1mk011-04
