SITE_ID,RAN_SW_VENDOR,CUSTOM_K8_ID_CUS,CUSTOM_GNODEB_NAME,CUSTOM_GNODEB_SITE_NUMBER,CUSTOM_K8_ID_DUS
ATATL00157A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,7,14
ATATL00158A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,3,11
ATATL00159A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,6,2
ATATL00160A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,4,12
ATATL00161A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,3,14
ATATL00164A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513025,4,5
ATATL00165A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,4,4
ATATL00166A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,4,3
ATATL00167A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,4,13
ATATL00170A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,8,11
ATATL00171A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513057,1,2
ATATL00172A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,1,9
ATATL00173A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,8,12
ATATL00174A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,4,1
ATATL00177A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513057,2,2
ATATL00179A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,6,11
ATATL00180A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,10,1
ATATL00182A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,9,13
ATATL00184A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,3,10
ATATL00185A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,12,12
ATATL00187A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,6,10
ATATL00188A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,5,7
ATATL00189A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,5,2
ATATL00190A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,13,7
ATATL00191A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,4,15
ATATL00192A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,5,15
ATATL00193A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,9,15
ATATL00194A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,14,8
ATATL00195A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,6,9
ATATL00196A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,5,11
ATATL00197A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,3,4
ATATL00198B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,7,11
ATATL00199A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,5,5
ATATL00200A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,7,6
ATATL00201A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,2,12
ATATL00205A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,3,1
ATATL00206A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,4,1
ATATL00207B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513012,4,15
ATATL00208A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,10,11
ATATL00209A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,8,12
ATATL00211A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,5,4
ATATL00212A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,4,14
ATATL00213A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,5,9
ATATL00214A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,6,5
ATATL00215A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,3,15
ATATL00216A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,7,10
ATATL00217A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,6,12
ATATL00220A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,7,8
ATATL00221A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,6,11
ATATL00224A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,5,1
ATATL00225A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,6,1
ATATL00226A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,5,3
ATATL00228A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,6,9
ATATL00229A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,4,11
ATATL00230A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,5,7
ATATL00231A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,7,12
ATATL00232A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,8,14
ATATL00233A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,9,4
ATATL00234A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,10,8
ATATL00235A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,11,8
ATATL00236A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,6,6
ATATL00237A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,7,8
ATATL00238A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,5,1
ATATL00239A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,7,3
ATATL00240A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,6,10
ATATL00243B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,7,5
ATATL00244A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,5,13
ATATL00245A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,7,8
ATATL00246A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,4,4
ATATL00247A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,8,12
ATATL00248A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,11,3
ATATL00249A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,8,7
ATATL00250A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,3,6
ATATL00251A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,4,13
ATATL00252A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,5,12
ATATL00253A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,5,3
ATATL00254A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,9,8
ATATL00255A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,3,13
ATATL00256A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,6,8
ATATL00257A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,10,15
ATATL00259A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,8,12
ATATL00260A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,11,11
ATATL00263A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,6,15
ATATL00264A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,10,13
ATATL00265A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,15,9
ATATL00266A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,6,5
ATATL00267A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,7,7
ATATL00268A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,8,12
ATATL00269A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,6,1
ATATL00270A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,8,6
ATATL00271A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,7,3
ATATL00273A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,8,7
ATATL00275A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,7,1
ATATL00276B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,8,8
ATATL00277A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,8,1
ATATL00278A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,8,10
ATATL00279A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,9,8
ATATL00280A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,4,4
ATATL00281A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,11,10
ATATL00283A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,12,6
ATATL00284A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,16,11
ATATL00285A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,9,1
ATATL00286A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,6,1
ATATL00287A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,12,9
ATATL00288A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,9,12
ATATL00289B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,7,1
ATATL00290A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,10,6
ATATL00291A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,6,4
ATATL00292A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,13,7
ATATL00293A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,14,12
ATATL00294A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,9,8
ATATL00296A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,15,6
ATATL00297A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,9,3
ATATL00298A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,7,11
ATATL00299A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,6,6
ATATL00300A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,5,15
ATATL00301A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,5,2
ATATL00303C,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,6,12
ATATL00304A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,11,15
ATATL00305A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,10,6
ATATL00306A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,9,3
ATATL00308A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,11,11
ATATL00310B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,7,2
ATATL00310C,Samsung,,ATATL513001,7,14
ATATL00310D,Samsung,,,,
ATATL00312A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,10,10
ATATL00313A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,13,12
ATATL00314A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,12,13
ATATL00315B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,8,13
ATATL00316A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,9,9
ATATL00318A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,8,1
ATATL00319A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,9,2
ATATL00320C,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,10,1
ATATL00321A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,7,8
ATATL00322A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,10,15
ATATL00323A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,9,1
ATATL00324A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,10,7
ATATL00325A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,7,9
ATATL00326A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,10,9
ATATL00327A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,12,6
ATATL00328A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,11,15
ATATL00331A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,8,9
ATATL00332A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,8,5
ATATL00333A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,14,4
ATATL00334A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,11,12
ATATL00335B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,13,8
ATATL00336A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,8,8
ATATL00338A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,9,15
ATATL00340A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,10,14
ATATL00343A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,11,10
ATATL00344A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,7,4
ATATL00345A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,12,4
ATATL00346B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,13,7
ATATL00347A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,7,15
ATATL00348A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,16,10
ATATL00349A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,8,6
ATATL00350A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,11,2
ATATL00351A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,12,5
ATATL00352A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,9,7
ATATL00353A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,9,8
ATATL00354A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,12,5
ATATL00355A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,14,14
ATATL00356A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,9,3
ATATL00357A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,11,6
ATATL00358A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,17,4
ATATL00359A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,15,3
ATATL00360A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,8,8
ATATL00361A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,15,3
ATATL00362A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,16,15
ATATL00364A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,12,14
ATATL00365A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,10,13
ATATL00366A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,13,10
ATATL00367A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,12,13
ATATL00368A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,13,13
ATATL00371A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,9,5
ATATL00372B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,8,1
ATATL00374A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,11,14
ATATL00374T,,,ATATL513041,8,14
ATATL00375A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,9,4
ATATL00376B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,12,2
ATATL00377A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,17,10
ATATL00379A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,13,1
ATATL00381A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,6,2
ATATL00382B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,13,12
ATATL00383A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,18,13
ATATL00384A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,12,4
ATATL00385A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,7,1
ATATL00386A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,9,15
ATATL00387A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,14,2
ATATL00388A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,15,4
ATATL00389A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,10,3
ATATL00390B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,13,8
ATATL00393A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,11,14
ATATL00394A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,17,6
ATATL00395A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,10,9
ATATL00396A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,10,5
ATATL00397A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,12,12
ATATL00398A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,10,6
ATATL00399A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,13,7
ATATL00401A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,18,13
ATATL00402B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513025,5,10
ATATL00403B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,10,9
ATATL00404A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,12,15
ATATL00407A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,11,5
ATATL00408A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,7,13
ATATL00409A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,13,13
ATATL00410A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,11,4
ATATL00411A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,10,1
ATATL00412B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,12,10
ATATL00413A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,12,12
ATATL00414A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,13,4
ATATL00415A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513012,5,10
ATATL00416A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,14,4
ATATL00417A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,14,2
ATATL00418A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,11,5
ATATL00420A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,8,9
ATATL00421A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,11,2
ATATL00422A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,13,5
ATATL00423A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,16,6
ATATL00424A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,8,14
ATATL00425A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,14,15
ATATL00426A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,14,5
ATATL00428A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,12,9
ATATL00429B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513028,11,4
ATATL00430A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,13,12
ATATL00431A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,16,11
ATATL00432A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,14,6
ATATL00434A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,15,3
ATATL00436A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,14,12
ATATL00437A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,11,3
ATATL00438A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,12,11
ATATL00439A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,12,12
ATATL00440A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,14,11
ATATL00441A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,15,12
ATATL00443A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,17,11
ATATL00444A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,13,4
ATATL00448A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,14,3
ATATL00449A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,9,12
ATATL00450A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513012,6,8
ATATL00451A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,19,10
ATATL00452A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,15,5
ATATL00453A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,17,13
ATATL00455A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,10,12
ATATL00457A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,10,9
ATATL00458A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,15,9
ATATL00459A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,14,11
ATATL00460A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,16,13
ATATL00463A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,14,13
ATATL00465B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,15,14
ATATL00466A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,16,5
ATATL00470A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,18,11
ATATL00471B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,16,14
ATATL00472A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,18,3
ATATL00474A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,15,9
ATATL00475A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,16,3
ATATL00477A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,11,11
ATATL00478A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,19,12
ATATL00479A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,13,4
ATATL00480A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,16,10
ATATL00481A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,13,14
ATATL00483A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,19,5
ATATL00484A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513055,2,1
ATATL00485A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,17,15
ATATL00486A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,18,9
ATATL00487A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,14,11
ATATL00490A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,15,8
ATATL00491A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,17,13
ATATL00492A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,20,5
ATATL00495A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,11,14
